[ 2025-03-31 13:58:55,991] 148 numexpr.utils - INFO - Note: NumExpr detected 16 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-03-31 13:58:55,991] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-03-31 13:58:59,725] 17 root - INFO - Initiate data ingestion
[ 2025-03-31 13:59:00,951] 57 root - INFO - Performed train test split on the dataframe
[ 2025-03-31 13:59:00,951] 59 root - INFO - Exited split data as train_test method  of Data Ingestion
[ 2025-03-31 13:59:00,951] 64 root - INFO - Exporting train and test file path.
[ 2025-03-31 13:59:00,994] 73 root - INFO - Exported train and test file path.
[ 2025-03-31 13:59:01,004] 19 root - INFO - Data Initiation completed
[ 2025-03-31 13:59:01,004] 24 root - INFO - Initaite data validation
[ 2025-03-31 13:59:01,053] 31 root - INFO - Required number of columns: 2
[ 2025-03-31 13:59:01,053] 32 root - INFO - Dataframe has columns: 31
[ 2025-03-31 13:59:01,053] 31 root - INFO - Required number of columns: 2
[ 2025-03-31 13:59:01,053] 32 root - INFO - Dataframe has columns: 31
[ 2025-03-31 13:59:01,178] 26 root - INFO - Data Validation completed
[ 2025-03-31 13:59:01,178] 30 root - INFO - Data Transformation started
[ 2025-03-31 13:59:01,178] 53 root - INFO - Entered initaite_data_transformation method of DataTransformation class
[ 2025-03-31 13:59:01,178] 55 root - INFO - Starting data transformation
[ 2025-03-31 13:59:01,196] 42 root - INFO - Entered get_data_transformer_obj method of DataTransformation class
[ 2025-03-31 13:59:01,196] 45 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-03-31 13:59:01,207] 45 root - INFO - Entered the save_object method of MainUtils class
[ 2025-03-31 13:59:01,207] 49 root - INFO - Exited the save_object method of MainUtils class
[ 2025-03-31 13:59:01,207] 33 root - INFO - data transformation completed
[ 2025-03-31 13:59:01,207] 36 root - INFO - Model Training started
