[ 2025-03-31 12:15:03,453] 148 numexpr.utils - INFO - Note: NumExpr detected 16 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-03-31 12:15:03,453] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-03-31 12:15:07,355] 17 root - INFO - Initiate data ingestion
[ 2025-03-31 12:15:09,438] 57 root - INFO - Performed train test split on the dataframe
[ 2025-03-31 12:15:09,438] 59 root - INFO - Exited split data as train_test method  of Data Ingestion
[ 2025-03-31 12:15:09,438] 64 root - INFO - Exporting train and test file path.
[ 2025-03-31 12:15:09,532] 73 root - INFO - Exported train and test file path.
[ 2025-03-31 12:15:09,532] 19 root - INFO - Data Initiation completed
[ 2025-03-31 12:15:09,579] 24 root - INFO - Initaite data validation
[ 2025-03-31 12:15:09,669] 31 root - INFO - Required number of columns: 2
[ 2025-03-31 12:15:09,670] 32 root - INFO - Dataframe has columns: 31
[ 2025-03-31 12:15:09,670] 31 root - INFO - Required number of columns: 2
[ 2025-03-31 12:15:09,670] 32 root - INFO - Dataframe has columns: 31
[ 2025-03-31 12:15:10,004] 26 root - INFO - Data Validation completed
[ 2025-03-31 12:15:10,006] 30 root - INFO - Data Transformation started
[ 2025-03-31 12:15:10,006] 53 root - INFO - Entered initaite_data_transformation method of DataTransformation class
[ 2025-03-31 12:15:10,006] 55 root - INFO - Starting data transformation
[ 2025-03-31 12:15:10,050] 42 root - INFO - Entered get_data_transformer_obj method of DataTransformation class
[ 2025-03-31 12:15:10,050] 45 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-03-31 12:15:10,076] 45 root - INFO - Entered the save_object method of MainUtils class
[ 2025-03-31 12:15:10,081] 49 root - INFO - Exited the save_object method of MainUtils class
[ 2025-03-31 12:15:10,084] 33 root - INFO - data transformation completed
[ 2025-03-31 12:15:10,084] 36 root - INFO - Model Training started
