[ 2025-03-31 12:19:25,619] 148 numexpr.utils - INFO - Note: NumExpr detected 16 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-03-31 12:19:25,619] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-03-31 12:19:29,479] 17 root - INFO - Initiate data ingestion
[ 2025-03-31 12:19:31,283] 57 root - INFO - Performed train test split on the dataframe
[ 2025-03-31 12:19:31,283] 59 root - INFO - Exited split data as train_test method  of Data Ingestion
[ 2025-03-31 12:19:31,285] 64 root - INFO - Exporting train and test file path.
[ 2025-03-31 12:19:31,406] 73 root - INFO - Exported train and test file path.
[ 2025-03-31 12:19:31,407] 19 root - INFO - Data Initiation completed
[ 2025-03-31 12:19:31,422] 24 root - INFO - Initaite data validation
[ 2025-03-31 12:19:31,501] 31 root - INFO - Required number of columns: 2
[ 2025-03-31 12:19:31,501] 32 root - INFO - Dataframe has columns: 31
[ 2025-03-31 12:19:31,502] 31 root - INFO - Required number of columns: 2
[ 2025-03-31 12:19:31,502] 32 root - INFO - Dataframe has columns: 31
[ 2025-03-31 12:19:31,754] 26 root - INFO - Data Validation completed
[ 2025-03-31 12:19:31,755] 30 root - INFO - Data Transformation started
[ 2025-03-31 12:19:31,755] 53 root - INFO - Entered initaite_data_transformation method of DataTransformation class
[ 2025-03-31 12:19:31,755] 55 root - INFO - Starting data transformation
[ 2025-03-31 12:19:31,797] 42 root - INFO - Entered get_data_transformer_obj method of DataTransformation class
[ 2025-03-31 12:19:31,797] 45 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-03-31 12:19:31,817] 45 root - INFO - Entered the save_object method of MainUtils class
[ 2025-03-31 12:19:31,822] 49 root - INFO - Exited the save_object method of MainUtils class
[ 2025-03-31 12:19:31,824] 33 root - INFO - data transformation completed
[ 2025-03-31 12:19:31,824] 36 root - INFO - Model Training started
