[ 2025-03-25 17:28:27,446] 148 numexpr.utils - INFO - Note: NumExpr detected 16 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-03-25 17:28:27,446] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-03-25 17:28:28,914] 17 root - INFO - Initiate data ingestion
[ 2025-03-25 17:28:30,012] 57 root - INFO - Performed train test split on the dataframe
[ 2025-03-25 17:28:30,012] 59 root - INFO - Exited split data as train_test method  of Data Ingestion
[ 2025-03-25 17:28:30,012] 64 root - INFO - Exporting train and test file path.
[ 2025-03-25 17:28:30,055] 73 root - INFO - Exported train and test file path.
[ 2025-03-25 17:28:30,055] 19 root - INFO - Data Initiation completed
[ 2025-03-25 17:28:30,060] 24 root - INFO - Initaite data validation
[ 2025-03-25 17:28:30,100] 31 root - INFO - Required number of columns: 2
[ 2025-03-25 17:28:30,100] 32 root - INFO - Dataframe has columns: 31
[ 2025-03-25 17:28:30,100] 31 root - INFO - Required number of columns: 2
[ 2025-03-25 17:28:30,100] 32 root - INFO - Dataframe has columns: 31
[ 2025-03-25 17:28:30,214] 26 root - INFO - Data Validation completed
[ 2025-03-25 17:28:30,214] 30 root - INFO - Data Transformation started
[ 2025-03-25 17:28:30,214] 53 root - INFO - Entered initaite_data_transformation method of DataTransformation class
[ 2025-03-25 17:28:30,214] 55 root - INFO - Starting data transformation
[ 2025-03-25 17:28:30,231] 42 root - INFO - Entered get_data_transformer_obj method of DataTransformation class
[ 2025-03-25 17:28:30,231] 45 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-03-25 17:28:30,240] 45 root - INFO - Entered the save_object method of MainUtils class
[ 2025-03-25 17:28:30,242] 49 root - INFO - Exited the save_object method of MainUtils class
[ 2025-03-25 17:28:30,242] 33 root - INFO - data transformation completed
